title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
Blue Christmas,Elvis Presley,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4.0,-16.661,1.0,0.0425,0.9,0.00104,0.145,0.58,94.518,3QiAAp20rPC3dcAtKtMaqQ,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173.0,4.0
Can't Help Falling in Love,Elvis Presley,https://open.spotify.com/track/44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2.0,-14.062,1.0,0.0275,0.941,0.000196,0.105,0.343,100.307,44AyOl4qVkzS48vBsbNXaC,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360.0,3.0
Jailhouse Rock,Elvis Presley,https://open.spotify.com/track/452KBpASS5lZLeJWX9Ixub,0.623,0.537,10.0,-10.014,0.0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,452KBpASS5lZLeJWX9Ixub,spotify:track:452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/tracks/452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/audio-analysis/452KBpASS5lZLeJWX9Ixub,146933.0,4.0
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,https://open.spotify.com/track/7n7VsX3sv66znBwA8b5uhp,0.575,0.236,2.0,-16.982,1.0,0.0422,0.968,0.0178,0.105,0.829,79.576,7n7VsX3sv66znBwA8b5uhp,spotify:track:7n7VsX3sv66znBwA8b5uhp,https://api.spotify.com/v1/tracks/7n7VsX3sv66znBwA8b5uhp,https://api.spotify.com/v1/audio-analysis/7n7VsX3sv66znBwA8b5uhp,115827.0,4.0
Hound Dog,Elvis Presley,https://open.spotify.com/track/64Ny7djQ6rNJspquof2KoX,0.494,0.756,0.0,-8.492,1.0,0.0499,0.733,0.00505,0.76,0.949,86.895,64Ny7djQ6rNJspquof2KoX,spotify:track:64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/tracks/64Ny7djQ6rNJspquof2KoX,https://api.spotify.com/v1/audio-analysis/64Ny7djQ6rNJspquof2KoX,136027.0,4.0
Suspicious Minds,Elvis Presley,https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns,0.487,0.382,7.0,-10.889,1.0,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280.0,4.0
Jailhouse Rock,Elvis Presley,https://open.spotify.com/track/4gphxUgq0JSFv2BCLhNDiE,0.647,0.582,10.0,-9.538,0.0,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,4gphxUgq0JSFv2BCLhNDiE,spotify:track:4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/tracks/4gphxUgq0JSFv2BCLhNDiE,https://api.spotify.com/v1/audio-analysis/4gphxUgq0JSFv2BCLhNDiE,146480.0,4.0
O Little Town of Bethlehem,Elvis Presley,https://open.spotify.com/track/6Ai7PiAjnb4eIiC05By0i4,0.325,0.0409,2.0,-19.102,1.0,0.0359,0.984,0.000585,0.109,0.212,99.286,6Ai7PiAjnb4eIiC05By0i4,spotify:track:6Ai7PiAjnb4eIiC05By0i4,https://api.spotify.com/v1/tracks/6Ai7PiAjnb4eIiC05By0i4,https://api.spotify.com/v1/audio-analysis/6Ai7PiAjnb4eIiC05By0i4,155493.0,5.0
The Wonder of You,Elvis Presley,https://open.spotify.com/track/0LfJkvPNCNEMLpZJgDQiV1,0.448,0.691,7.0,-6.957,1.0,0.0286,0.286,0.00111,0.945,0.633,88.836,0LfJkvPNCNEMLpZJgDQiV1,spotify:track:0LfJkvPNCNEMLpZJgDQiV1,https://api.spotify.com/v1/tracks/0LfJkvPNCNEMLpZJgDQiV1,https://api.spotify.com/v1/audio-analysis/0LfJkvPNCNEMLpZJgDQiV1,153200.0,4.0
If I Can Dream,Elvis Presley,https://open.spotify.com/track/3C6pSIVeBKIbSpCFtaw1r8,0.325,0.715,7.0,-7.744,1.0,0.0368,0.00708,2.79e-05,0.0987,0.282,93.914,3C6pSIVeBKIbSpCFtaw1r8,spotify:track:3C6pSIVeBKIbSpCFtaw1r8,https://api.spotify.com/v1/tracks/3C6pSIVeBKIbSpCFtaw1r8,https://api.spotify.com/v1/audio-analysis/3C6pSIVeBKIbSpCFtaw1r8,191840.0,3.0
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,0.652,0.259,2.0,-13.336,1.0,0.0595,0.903,0.0,0.362,0.836,142.169,4kKdvXD0ez7jp1296JmAts,spotify:track:4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/tracks/4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/audio-analysis/4kKdvXD0ez7jp1296JmAts,155453.0,4.0
Fly Me To The Moon - 2008 Remastered,Frank Sinatra,https://open.spotify.com/track/7FXj7Qg3YorUxdrzvrcY25,0.591,0.298,4.0,-12.269,0.0,0.06,0.549,2.22e-06,0.0797,0.372,119.954,7FXj7Qg3YorUxdrzvrcY25,spotify:track:7FXj7Qg3YorUxdrzvrcY25,https://api.spotify.com/v1/tracks/7FXj7Qg3YorUxdrzvrcY25,https://api.spotify.com/v1/audio-analysis/7FXj7Qg3YorUxdrzvrcY25,147520.0,4.0
Fly Me To The Moon (In Other Words),Frank Sinatra,https://open.spotify.com/track/5b7OgznPJJr1vHNYGyvxau,0.668,0.26,7.0,-14.256,1.0,0.0523,0.453,0.0,0.0621,0.368,119.416,5b7OgznPJJr1vHNYGyvxau,spotify:track:5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/tracks/5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/audio-analysis/5b7OgznPJJr1vHNYGyvxau,147000.0,4.0
Jingle Bells - Remastered 1999,Frank Sinatra,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL,0.512,0.339,8.0,-13.119,1.0,0.0498,0.727,0.0,0.0977,0.951,174.609,4HEOgBHRCExyYVeTyrXsnL,spotify:track:4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/tracks/4HEOgBHRCExyYVeTyrXsnL,https://api.spotify.com/v1/audio-analysis/4HEOgBHRCExyYVeTyrXsnL,120693.0,4.0
My Way - 2008 Remastered,Frank Sinatra,https://open.spotify.com/track/2YkIDPL5lGhRhomCq4S2RO,0.278,0.427,2.0,-8.688,1.0,0.0311,0.351,0.0,0.145,0.243,150.836,2YkIDPL5lGhRhomCq4S2RO,spotify:track:2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/tracks/2YkIDPL5lGhRhomCq4S2RO,https://api.spotify.com/v1/audio-analysis/2YkIDPL5lGhRhomCq4S2RO,276253.0,4.0
I've Got You Under My Skin - Remastered 1998,Frank Sinatra,https://open.spotify.com/track/3aEJMh1cXKEjgh52claxQp,0.585,0.247,1.0,-12.612,1.0,0.04,0.452,8.85e-06,0.107,0.591,127.15,3aEJMh1cXKEjgh52claxQp,spotify:track:3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/tracks/3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/audio-analysis/3aEJMh1cXKEjgh52claxQp,223760.0,4.0
Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,https://open.spotify.com/track/2FPfeYlrbSBR8PwCU0zaqq,0.262,0.137,8.0,-15.235,1.0,0.0344,0.913,6.74e-06,0.267,0.288,92.183,2FPfeYlrbSBR8PwCU0zaqq,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,https://api.spotify.com/v1/tracks/2FPfeYlrbSBR8PwCU0zaqq,https://api.spotify.com/v1/audio-analysis/2FPfeYlrbSBR8PwCU0zaqq,206600.0,3.0
"Theme From New York, New York - 2008 Remastered",Frank Sinatra,https://open.spotify.com/track/0K2WjMLZYr09LKwurGRYRE,0.312,0.497,2.0,-6.95,1.0,0.0309,0.587,0.0,0.246,0.546,94.311,0K2WjMLZYr09LKwurGRYRE,spotify:track:0K2WjMLZYr09LKwurGRYRE,https://api.spotify.com/v1/tracks/0K2WjMLZYr09LKwurGRYRE,https://api.spotify.com/v1/audio-analysis/0K2WjMLZYr09LKwurGRYRE,204907.0,4.0
Somethin' Stupid,Frank Sinatra,https://open.spotify.com/track/4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4.0,-12.902,1.0,0.0357,0.736,0.0,0.252,0.544,207.356,4feXcsElKIVsGwkbnTHAfV,spotify:track:4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,162493.0,4.0
Santa Claus Is Comin' to Town,Frank Sinatra,https://open.spotify.com/track/6YeDjSHCDmJKgU8foiaruL,0.646,0.204,10.0,-11.957,1.0,0.0565,0.826,0.0,0.312,0.688,140.281,6YeDjSHCDmJKgU8foiaruL,spotify:track:6YeDjSHCDmJKgU8foiaruL,https://api.spotify.com/v1/tracks/6YeDjSHCDmJKgU8foiaruL,https://api.spotify.com/v1/audio-analysis/6YeDjSHCDmJKgU8foiaruL,154640.0,4.0
Only You (And You Alone),The Platters,https://open.spotify.com/track/0S8ibKBl3tjRmYbZhGHNhG,0.419,0.331,3.0,-10.497,1.0,0.0293,0.932,0.0,0.102,0.322,80.647,0S8ibKBl3tjRmYbZhGHNhG,spotify:track:0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/tracks/0S8ibKBl3tjRmYbZhGHNhG,https://api.spotify.com/v1/audio-analysis/0S8ibKBl3tjRmYbZhGHNhG,160093.0,4.0
Smoke Gets In Your Eyes,The Platters,https://open.spotify.com/track/2vSxjnyrWrtxyfzO47EX6q,0.203,0.295,3.0,-11.155,1.0,0.0323,0.92,2.05e-06,0.173,0.285,171.222,2vSxjnyrWrtxyfzO47EX6q,spotify:track:2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/tracks/2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/audio-analysis/2vSxjnyrWrtxyfzO47EX6q,160933.0,3.0
Remember When,The Platters,https://open.spotify.com/track/0KwacLrMLP6sbcuWdt6eKZ,0.324,0.172,5.0,-11.692,1.0,0.0309,0.942,0.000286,0.111,0.147,112.516,0KwacLrMLP6sbcuWdt6eKZ,spotify:track:0KwacLrMLP6sbcuWdt6eKZ,https://api.spotify.com/v1/tracks/0KwacLrMLP6sbcuWdt6eKZ,https://api.spotify.com/v1/audio-analysis/0KwacLrMLP6sbcuWdt6eKZ,172173.0,3.0
The Great Pretender,The Platters,https://open.spotify.com/track/2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,7.0,-9.427,1.0,0.0315,0.943,3.44e-06,0.072,0.531,115.71,2FkCjtQ1lYsf71s2FAS8hE,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667.0,3.0
(You've Got) The Magic Touch,The Platters,https://open.spotify.com/track/7MENo2s0iWFSX3PGY8Czl2,0.554,0.246,7.0,-10.961,1.0,0.0303,0.969,2.92e-05,0.128,0.388,128.903,7MENo2s0iWFSX3PGY8Czl2,spotify:track:7MENo2s0iWFSX3PGY8Czl2,https://api.spotify.com/v1/tracks/7MENo2s0iWFSX3PGY8Czl2,https://api.spotify.com/v1/audio-analysis/7MENo2s0iWFSX3PGY8Czl2,149667.0,5.0
Christmas Time,The Platters,https://open.spotify.com/track/2345kZ5rt8eHjO8CFpx3Yi,0.343,0.339,0.0,-9.282,1.0,0.0283,0.867,3.75e-06,0.109,0.404,103.504,2345kZ5rt8eHjO8CFpx3Yi,spotify:track:2345kZ5rt8eHjO8CFpx3Yi,https://api.spotify.com/v1/tracks/2345kZ5rt8eHjO8CFpx3Yi,https://api.spotify.com/v1/audio-analysis/2345kZ5rt8eHjO8CFpx3Yi,127333.0,3.0
Heaven On Earth,The Platters,https://open.spotify.com/track/74MP8xvQCzUNgqMQ94ykrI,0.505,0.315,3.0,-8.528,1.0,0.0265,0.736,0.0,0.0855,0.686,75.243,74MP8xvQCzUNgqMQ94ykrI,spotify:track:74MP8xvQCzUNgqMQ94ykrI,https://api.spotify.com/v1/tracks/74MP8xvQCzUNgqMQ94ykrI,https://api.spotify.com/v1/audio-analysis/74MP8xvQCzUNgqMQ94ykrI,156160.0,4.0
Twilight Time - Single Version,The Platters,https://open.spotify.com/track/3MpGQae6zAFd7Z1FdLV9fV,0.455,0.361,9.0,-12.562,1.0,0.0473,0.747,0.0,0.238,0.285,115.854,3MpGQae6zAFd7Z1FdLV9fV,spotify:track:3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/tracks/3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/audio-analysis/3MpGQae6zAFd7Z1FdLV9fV,168293.0,3.0
My Prayer,The Platters,https://open.spotify.com/track/1ntGJDSakqsaw1KhptKrB5,0.359,0.272,10.0,-8.393,1.0,0.0294,0.812,0.0,0.095,0.254,109.249,1ntGJDSakqsaw1KhptKrB5,spotify:track:1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/tracks/1ntGJDSakqsaw1KhptKrB5,https://api.spotify.com/v1/audio-analysis/1ntGJDSakqsaw1KhptKrB5,167800.0,3.0
Enchanted,The Platters,https://open.spotify.com/track/3uCXarDsIYEJ6noaI64jhW,0.348,0.225,3.0,-13.889,1.0,0.0349,0.903,1.67e-06,0.209,0.286,78.541,3uCXarDsIYEJ6noaI64jhW,spotify:track:3uCXarDsIYEJ6noaI64jhW,https://api.spotify.com/v1/tracks/3uCXarDsIYEJ6noaI64jhW,https://api.spotify.com/v1/audio-analysis/3uCXarDsIYEJ6noaI64jhW,172293.0,4.0
Hit the Road Jack,Ray Charles,https://open.spotify.com/track/5dUMh0ugelpKfoFp3qChuK,0.598,0.571,8.0,-12.616,0.0,0.139,0.704,0.0,0.513,0.962,173.141,5dUMh0ugelpKfoFp3qChuK,spotify:track:5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/tracks/5dUMh0ugelpKfoFp3qChuK,https://api.spotify.com/v1/audio-analysis/5dUMh0ugelpKfoFp3qChuK,119880.0,4.0
That Spirit Of Christmas - Remastered,Ray Charles,https://open.spotify.com/track/4WzyRXz0L8nCKGI8fisADh,0.538,0.0949,2.0,-16.17,1.0,0.0288,0.815,4.27e-06,0.149,0.324,74.448,4WzyRXz0L8nCKGI8fisADh,spotify:track:4WzyRXz0L8nCKGI8fisADh,https://api.spotify.com/v1/tracks/4WzyRXz0L8nCKGI8fisADh,https://api.spotify.com/v1/audio-analysis/4WzyRXz0L8nCKGI8fisADh,304853.0,4.0
I've Got a Woman,Ray Charles,https://open.spotify.com/track/2xar08Fq5xra2KKZs5Bw9j,0.556,0.61,9.0,-4.729,1.0,0.213,0.833,2.22e-06,0.258,0.665,199.373,2xar08Fq5xra2KKZs5Bw9j,spotify:track:2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/tracks/2xar08Fq5xra2KKZs5Bw9j,https://api.spotify.com/v1/audio-analysis/2xar08Fq5xra2KKZs5Bw9j,171467.0,4.0
Seven Spanish Angels (with Ray Charles),Ray Charles,https://open.spotify.com/track/51EKPuV1uAWryjNMqZLtgJ,0.549,0.287,5.0,-13.135,1.0,0.0362,0.373,0.0,0.115,0.382,132.439,51EKPuV1uAWryjNMqZLtgJ,spotify:track:51EKPuV1uAWryjNMqZLtgJ,https://api.spotify.com/v1/tracks/51EKPuV1uAWryjNMqZLtgJ,https://api.spotify.com/v1/audio-analysis/51EKPuV1uAWryjNMqZLtgJ,231027.0,4.0
"What'd I Say, Pt. 1 & 2",Ray Charles,https://open.spotify.com/track/5yQ9iMZXGcr5rlO4hoLsP4,0.54,0.681,4.0,-5.44,1.0,0.0508,0.808,0.0,0.162,0.794,88.385,5yQ9iMZXGcr5rlO4hoLsP4,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/tracks/5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/audio-analysis/5yQ9iMZXGcr5rlO4hoLsP4,307053.0,4.0
Ray Charles,Ray Charles,https://open.spotify.com/track/1XjXU5QseFCdZfda2u63hB,0.666,0.517,11.0,-9.615,0.0,0.0783,0.0813,0.0,0.0859,0.15,122.957,1XjXU5QseFCdZfda2u63hB,spotify:track:1XjXU5QseFCdZfda2u63hB,https://api.spotify.com/v1/tracks/1XjXU5QseFCdZfda2u63hB,https://api.spotify.com/v1/audio-analysis/1XjXU5QseFCdZfda2u63hB,218590.0,4.0
Georgia on My Mind,Ray Charles,https://open.spotify.com/track/6yMGxqKj0218mFR5KqsMRq,0.19,0.323,7.0,-12.405,1.0,0.0303,0.626,2.17e-06,0.176,0.281,94.34,6yMGxqKj0218mFR5KqsMRq,spotify:track:6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/tracks/6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/audio-analysis/6yMGxqKj0218mFR5KqsMRq,219560.0,4.0
Hit the Road Jack,Ray Charles,https://open.spotify.com/track/2HoqbEOXgbDSLZ5XCePEXt,0.598,0.571,8.0,-12.616,0.0,0.139,0.704,0.0,0.513,0.962,173.141,2HoqbEOXgbDSLZ5XCePEXt,spotify:track:2HoqbEOXgbDSLZ5XCePEXt,https://api.spotify.com/v1/tracks/2HoqbEOXgbDSLZ5XCePEXt,https://api.spotify.com/v1/audio-analysis/2HoqbEOXgbDSLZ5XCePEXt,119880.0,4.0
Georgia on My Mind - Original Master Recording,Ray Charles,https://open.spotify.com/track/47mA6f44zxLtdATOoY7GjN,0.138,0.399,7.0,-8.756,1.0,0.0311,0.782,3.65e-06,0.188,0.296,179.93,47mA6f44zxLtdATOoY7GjN,spotify:track:47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/tracks/47mA6f44zxLtdATOoY7GjN,https://api.spotify.com/v1/audio-analysis/47mA6f44zxLtdATOoY7GjN,217415.0,4.0
Ray Charles,Ray Charles,https://open.spotify.com/track/3MGxxDOKDvWM31RbYG087C,0.754,0.353,0.0,-7.323,1.0,0.3,0.137,0.0,0.0732,0.39,144.088,3MGxxDOKDvWM31RbYG087C,spotify:track:3MGxxDOKDvWM31RbYG087C,https://api.spotify.com/v1/tracks/3MGxxDOKDvWM31RbYG087C,https://api.spotify.com/v1/audio-analysis/3MGxxDOKDvWM31RbYG087C,112200.0,4.0
Cool Yule,Louis Armstrong,https://open.spotify.com/track/2QWKbE6GpWhRtlbRwcP7g8,0.566,0.468,7.0,-9.575,1.0,0.116,0.677,2.49e-05,0.259,0.718,149.328,2QWKbE6GpWhRtlbRwcP7g8,spotify:track:2QWKbE6GpWhRtlbRwcP7g8,https://api.spotify.com/v1/tracks/2QWKbE6GpWhRtlbRwcP7g8,https://api.spotify.com/v1/audio-analysis/2QWKbE6GpWhRtlbRwcP7g8,176800.0,4.0
What A Wonderful World,Louis Armstrong,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5.0,-20.652,1.0,0.0351,0.729,1.6e-06,0.118,0.203,77.082,29U7stRjqHU6rMiS8BfaI9,spotify:track:29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/tracks/29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/audio-analysis/29U7stRjqHU6rMiS8BfaI9,139227.0,4.0
Christmas Night In Harlem - Single Version,Louis Armstrong,https://open.spotify.com/track/7vev9Pk7OHfsrhn4eH6BWF,0.542,0.351,7.0,-9.714,1.0,0.171,0.695,0.0,0.234,0.613,151.833,7vev9Pk7OHfsrhn4eH6BWF,spotify:track:7vev9Pk7OHfsrhn4eH6BWF,https://api.spotify.com/v1/tracks/7vev9Pk7OHfsrhn4eH6BWF,https://api.spotify.com/v1/audio-analysis/7vev9Pk7OHfsrhn4eH6BWF,159834.0,4.0
"'Zat You, Santa Claus? - Single Version",Louis Armstrong,https://open.spotify.com/track/0SD2UtunDGrX7OIElVr87B,0.704,0.551,8.0,-5.479,1.0,0.153,0.753,0.0,0.2,0.667,123.341,0SD2UtunDGrX7OIElVr87B,spotify:track:0SD2UtunDGrX7OIElVr87B,https://api.spotify.com/v1/tracks/0SD2UtunDGrX7OIElVr87B,https://api.spotify.com/v1/audio-analysis/0SD2UtunDGrX7OIElVr87B,160640.0,4.0
La vie en rose - Single Version,Louis Armstrong,https://open.spotify.com/track/1UH4viviUjZnS9aWgPGrk0,0.507,0.0779,0.0,-12.099,1.0,0.0544,0.866,0.00275,0.108,0.326,70.808,1UH4viviUjZnS9aWgPGrk0,spotify:track:1UH4viviUjZnS9aWgPGrk0,https://api.spotify.com/v1/tracks/1UH4viviUjZnS9aWgPGrk0,https://api.spotify.com/v1/audio-analysis/1UH4viviUjZnS9aWgPGrk0,204400.0,4.0
Christmas In New Orleans,Louis Armstrong,https://open.spotify.com/track/280jC1bGyGtZq3VXsSk6hH,0.657,0.396,10.0,-9.167,1.0,0.125,0.666,0.0,0.108,0.514,104.211,280jC1bGyGtZq3VXsSk6hH,spotify:track:280jC1bGyGtZq3VXsSk6hH,https://api.spotify.com/v1/tracks/280jC1bGyGtZq3VXsSk6hH,https://api.spotify.com/v1/audio-analysis/280jC1bGyGtZq3VXsSk6hH,175001.0,4.0
I've Got My Love To Keep Me Warm,Louis Armstrong,https://open.spotify.com/track/1KIJSvzRZzo8ehDTPOXKru,0.514,0.635,0.0,-4.622,1.0,0.0694,0.662,0.0,0.204,0.715,110.561,1KIJSvzRZzo8ehDTPOXKru,spotify:track:1KIJSvzRZzo8ehDTPOXKru,https://api.spotify.com/v1/tracks/1KIJSvzRZzo8ehDTPOXKru,https://api.spotify.com/v1/audio-analysis/1KIJSvzRZzo8ehDTPOXKru,191440.0,4.0
The Memphis Blues - Live From The Chesterfield Show/1957,Louis Armstrong,https://open.spotify.com/track/112VamgcawcPFgcmf87T3W,0.463,0.258,3.0,-13.195,1.0,0.391,0.955,9.34e-05,0.784,0.527,72.09,112VamgcawcPFgcmf87T3W,spotify:track:112VamgcawcPFgcmf87T3W,https://api.spotify.com/v1/tracks/112VamgcawcPFgcmf87T3W,https://api.spotify.com/v1/audio-analysis/112VamgcawcPFgcmf87T3W,254987.0,1.0
"Hello, Dolly!",Louis Armstrong,https://open.spotify.com/track/63kd4m3VFxcJjPVVtbVNAu,0.0,0.405,0.0,-9.935,1.0,0.0,0.842,0.00114,0.198,0.0,0.0,63kd4m3VFxcJjPVVtbVNAu,spotify:track:63kd4m3VFxcJjPVVtbVNAu,https://api.spotify.com/v1/tracks/63kd4m3VFxcJjPVVtbVNAu,https://api.spotify.com/v1/audio-analysis/63kd4m3VFxcJjPVVtbVNAu,147000.0,0.0
A Visit From St. Nicholas ('Twas The Night Before Christmas),Louis Armstrong,https://open.spotify.com/track/1Plru2OsTMH5W2O9fyFKsg,0.682,0.209,7.0,-17.35,0.0,0.377,0.97,5.39e-05,0.116,0.388,121.138,1Plru2OsTMH5W2O9fyFKsg,spotify:track:1Plru2OsTMH5W2O9fyFKsg,https://api.spotify.com/v1/tracks/1Plru2OsTMH5W2O9fyFKsg,https://api.spotify.com/v1/audio-analysis/1Plru2OsTMH5W2O9fyFKsg,381057.0,3.0
Buddy Holly,Buddy Holly,https://open.spotify.com/track/3mwvKOyMmG77zZRunnxp9E,0.556,0.92,8.0,-4.606,1.0,0.0367,0.00271,0.00021,0.117,0.771,121.138,3mwvKOyMmG77zZRunnxp9E,spotify:track:3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/tracks/3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/audio-analysis/3mwvKOyMmG77zZRunnxp9E,159227.0,4.0
Everyday,Buddy Holly,https://open.spotify.com/track/39lnzOIUCSNaQmgBHoz7rt,0.747,0.219,3.0,-12.562,1.0,0.0371,0.584,2.57e-05,0.107,0.498,135.562,39lnzOIUCSNaQmgBHoz7rt,spotify:track:39lnzOIUCSNaQmgBHoz7rt,https://api.spotify.com/v1/tracks/39lnzOIUCSNaQmgBHoz7rt,https://api.spotify.com/v1/audio-analysis/39lnzOIUCSNaQmgBHoz7rt,129120.0,4.0
Buddy Holly,Buddy Holly,https://open.spotify.com/track/36sqkyqgRWvA5gc12tJTzc,0.615,0.06,8.0,-19.921,1.0,0.078,0.927,0.568,0.0861,0.962,220.42,36sqkyqgRWvA5gc12tJTzc,spotify:track:36sqkyqgRWvA5gc12tJTzc,https://api.spotify.com/v1/tracks/36sqkyqgRWvA5gc12tJTzc,https://api.spotify.com/v1/audio-analysis/36sqkyqgRWvA5gc12tJTzc,166307.0,4.0
That'll Be The Day,Buddy Holly,https://open.spotify.com/track/50RwvvEKX5Q7AZt8FTAwIF,0.536,0.637,2.0,-7.774,1.0,0.0343,0.467,0.0,0.0838,0.798,115.24,50RwvvEKX5Q7AZt8FTAwIF,spotify:track:50RwvvEKX5Q7AZt8FTAwIF,https://api.spotify.com/v1/tracks/50RwvvEKX5Q7AZt8FTAwIF,https://api.spotify.com/v1/audio-analysis/50RwvvEKX5Q7AZt8FTAwIF,150133.0,4.0
Rave On,Buddy Holly,https://open.spotify.com/track/33aYzW5ToRjiFOzkubeJ8H,0.566,0.711,0.0,-6.536,1.0,0.0335,0.611,6.59e-06,0.417,0.961,159.629,33aYzW5ToRjiFOzkubeJ8H,spotify:track:33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/tracks/33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/audio-analysis/33aYzW5ToRjiFOzkubeJ8H,109960.0,4.0
"(Ummmm, Oh Yeah) Dearest",Buddy Holly,https://open.spotify.com/track/6NDg4EyQE5lalcCEEpytsM,0.548,0.493,1.0,-11.052,1.0,0.0282,0.577,0.0195,0.13,0.568,115.24,6NDg4EyQE5lalcCEEpytsM,spotify:track:6NDg4EyQE5lalcCEEpytsM,https://api.spotify.com/v1/tracks/6NDg4EyQE5lalcCEEpytsM,https://api.spotify.com/v1/audio-analysis/6NDg4EyQE5lalcCEEpytsM,113067.0,4.0
Peggy Sue,Buddy Holly,https://open.spotify.com/track/2OARIMw1hpehr86Iwmv04c,0.676,0.424,9.0,-8.132,1.0,0.0329,0.947,0.000494,0.119,0.493,148.373,2OARIMw1hpehr86Iwmv04c,spotify:track:2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/tracks/2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/audio-analysis/2OARIMw1hpehr86Iwmv04c,150960.0,4.0
That'll Be The Day,Buddy Holly,https://open.spotify.com/track/4UcHTV3TjlThmMlZgOG4Kr,0.624,0.457,9.0,-10.884,1.0,0.0325,0.466,0.0,0.276,0.901,126.588,4UcHTV3TjlThmMlZgOG4Kr,spotify:track:4UcHTV3TjlThmMlZgOG4Kr,https://api.spotify.com/v1/tracks/4UcHTV3TjlThmMlZgOG4Kr,https://api.spotify.com/v1/audio-analysis/4UcHTV3TjlThmMlZgOG4Kr,136893.0,4.0
