title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
In the Air Tonight,Phil Collins,https://open.spotify.com/track/63WVeFX5l2UHPhLlQv0ipB,0.429,0.233,0.0,-14.292,1.0,0.0337,0.538,2.54e-06,0.0556,0.268,189.567,63WVeFX5l2UHPhLlQv0ipB,spotify:track:63WVeFX5l2UHPhLlQv0ipB,https://api.spotify.com/v1/tracks/63WVeFX5l2UHPhLlQv0ipB,https://api.spotify.com/v1/audio-analysis/63WVeFX5l2UHPhLlQv0ipB,330493.0,4.0
Easy Lover,Phil Collins,https://open.spotify.com/track/5LYJ631w9ps5h9tdvac7yP,0.74,0.923,1.0,-5.082,1.0,0.0369,0.105,0.000163,0.0825,0.93,128.871,5LYJ631w9ps5h9tdvac7yP,spotify:track:5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/tracks/5LYJ631w9ps5h9tdvac7yP,https://api.spotify.com/v1/audio-analysis/5LYJ631w9ps5h9tdvac7yP,305867.0,4.0
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,https://open.spotify.com/track/63CHa6rmamv9OsehkRD8oz,0.58,0.498,1.0,-6.901,1.0,0.0277,0.198,0.0,0.132,0.111,116.271,63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360.0,4.0
I Don't Care Anymore - 2016 Remaster,Phil Collins,https://open.spotify.com/track/24IdPCimVnJJDRuB5YSDiS,0.703,0.422,11.0,-8.297,1.0,0.0378,0.188,0.00311,0.0851,0.442,140.494,24IdPCimVnJJDRuB5YSDiS,spotify:track:24IdPCimVnJJDRuB5YSDiS,https://api.spotify.com/v1/tracks/24IdPCimVnJJDRuB5YSDiS,https://api.spotify.com/v1/audio-analysis/24IdPCimVnJJDRuB5YSDiS,305707.0,4.0
"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",Phil Collins,https://open.spotify.com/track/1fTDYdx5zYfWJSX0JlKO8o,0.566,0.748,8.0,-6.549,1.0,0.0301,0.0643,5.16e-06,0.0925,0.614,96.586,1fTDYdx5zYfWJSX0JlKO8o,spotify:track:1fTDYdx5zYfWJSX0JlKO8o,https://api.spotify.com/v1/tracks/1fTDYdx5zYfWJSX0JlKO8o,https://api.spotify.com/v1/audio-analysis/1fTDYdx5zYfWJSX0JlKO8o,258133.0,4.0
You'll Be In My Heart,Phil Collins,https://open.spotify.com/track/4Y8vb1uy9IjM2V1hqvrAid,0.568,0.748,8.0,-6.54,1.0,0.0299,0.0626,2.18e-06,0.0947,0.623,96.59,4Y8vb1uy9IjM2V1hqvrAid,spotify:track:4Y8vb1uy9IjM2V1hqvrAid,https://api.spotify.com/v1/tracks/4Y8vb1uy9IjM2V1hqvrAid,https://api.spotify.com/v1/audio-analysis/4Y8vb1uy9IjM2V1hqvrAid,256733.0,4.0
"Strangers Like Me - From ""Tarzan""/Soundtrack Version",Phil Collins,https://open.spotify.com/track/5Zb6JxSEcjsUNrINcAyAYJ,0.588,0.807,8.0,-6.275,1.0,0.0399,0.164,0.00185,0.209,0.547,120.97,5Zb6JxSEcjsUNrINcAyAYJ,spotify:track:5Zb6JxSEcjsUNrINcAyAYJ,https://api.spotify.com/v1/tracks/5Zb6JxSEcjsUNrINcAyAYJ,https://api.spotify.com/v1/audio-analysis/5Zb6JxSEcjsUNrINcAyAYJ,179587.0,4.0
Children of the Ghetto,Philip Bailey,https://open.spotify.com/track/0heIVyJMYJUvj1KC8XST3X,0.695,0.348,4.0,-11.445,0.0,0.031,0.515,0.0161,0.123,0.356,126.473,0heIVyJMYJUvj1KC8XST3X,spotify:track:0heIVyJMYJUvj1KC8XST3X,https://api.spotify.com/v1/tracks/0heIVyJMYJUvj1KC8XST3X,https://api.spotify.com/v1/audio-analysis/0heIVyJMYJUvj1KC8XST3X,409920.0,4.0
Who Would Imagine A King,Philip Bailey,https://open.spotify.com/track/2Hq5F0xvU4m6ONkLwenrWh,0.401,0.247,3.0,-13.363,1.0,0.0316,0.785,0.0,0.0915,0.159,80.363,2Hq5F0xvU4m6ONkLwenrWh,spotify:track:2Hq5F0xvU4m6ONkLwenrWh,https://api.spotify.com/v1/tracks/2Hq5F0xvU4m6ONkLwenrWh,https://api.spotify.com/v1/audio-analysis/2Hq5F0xvU4m6ONkLwenrWh,189400.0,3.0
Easy Lover - Remastered,Philip Bailey,https://open.spotify.com/track/6Ig2MgU5DLxZx5CphIWHbX,0.747,0.794,1.0,-9.455,1.0,0.0342,0.0475,0.00207,0.056,0.933,128.912,6Ig2MgU5DLxZx5CphIWHbX,spotify:track:6Ig2MgU5DLxZx5CphIWHbX,https://api.spotify.com/v1/tracks/6Ig2MgU5DLxZx5CphIWHbX,https://api.spotify.com/v1/audio-analysis/6Ig2MgU5DLxZx5CphIWHbX,304840.0,4.0
Fool for You (feat. Philip Bailey),Philip Bailey,https://open.spotify.com/track/4QNUrye1HgJPOpDjiporuR,0.685,0.763,1.0,-4.842,0.0,0.0367,0.00712,6.09e-05,0.36,0.658,141.969,4QNUrye1HgJPOpDjiporuR,spotify:track:4QNUrye1HgJPOpDjiporuR,https://api.spotify.com/v1/tracks/4QNUrye1HgJPOpDjiporuR,https://api.spotify.com/v1/audio-analysis/4QNUrye1HgJPOpDjiporuR,220653.0,4.0
I Know,Philip Bailey,https://open.spotify.com/track/4Z2IjVElIVr84x9rj6fl3k,0.76,0.692,1.0,-7.064,0.0,0.0615,0.118,0.000459,0.105,0.304,92.982,4Z2IjVElIVr84x9rj6fl3k,spotify:track:4Z2IjVElIVr84x9rj6fl3k,https://api.spotify.com/v1/tracks/4Z2IjVElIVr84x9rj6fl3k,https://api.spotify.com/v1/audio-analysis/4Z2IjVElIVr84x9rj6fl3k,243560.0,4.0
Easy Lover,Philip Bailey,https://open.spotify.com/track/6OqvA8eljqHDFTso8szjCe,0.75,0.744,1.0,-11.533,1.0,0.0359,0.0611,0.00297,0.0753,0.945,128.91,6OqvA8eljqHDFTso8szjCe,spotify:track:6OqvA8eljqHDFTso8szjCe,https://api.spotify.com/v1/tracks/6OqvA8eljqHDFTso8szjCe,https://api.spotify.com/v1/audio-analysis/6OqvA8eljqHDFTso8szjCe,305360.0,4.0
Trapped,Philip Bailey,https://open.spotify.com/track/63fR8jRyfkP1Bq8m37UZsH,0.401,0.738,8.0,-7.733,0.0,0.0989,0.115,0.0,0.104,0.569,77.39,63fR8jRyfkP1Bq8m37UZsH,spotify:track:63fR8jRyfkP1Bq8m37UZsH,https://api.spotify.com/v1/tracks/63fR8jRyfkP1Bq8m37UZsH,https://api.spotify.com/v1/audio-analysis/63fR8jRyfkP1Bq8m37UZsH,326427.0,4.0
"If You Leave Me Now (feat. Philip Bailey) - Live at The Greek Theatre, Los Angeles, CA 8/4/04",Philip Bailey,https://open.spotify.com/track/4yij8S9rWbsdtOVz1hCfWU,0.621,0.482,0.0,-7.293,1.0,0.0249,0.609,9.25e-06,0.441,0.356,99.962,4yij8S9rWbsdtOVz1hCfWU,spotify:track:4yij8S9rWbsdtOVz1hCfWU,https://api.spotify.com/v1/tracks/4yij8S9rWbsdtOVz1hCfWU,https://api.spotify.com/v1/audio-analysis/4yij8S9rWbsdtOVz1hCfWU,253720.0,4.0
Woman,Philip Bailey,https://open.spotify.com/track/3kWrWkaJ6fl8QnBNqpvQbT,0.671,0.879,0.0,-7.971,1.0,0.0343,0.0783,0.0047,0.0392,0.714,107.536,3kWrWkaJ6fl8QnBNqpvQbT,spotify:track:3kWrWkaJ6fl8QnBNqpvQbT,https://api.spotify.com/v1/tracks/3kWrWkaJ6fl8QnBNqpvQbT,https://api.spotify.com/v1/audio-analysis/3kWrWkaJ6fl8QnBNqpvQbT,305787.0,4.0
I'm So Excited,The Pointer Sisters,https://open.spotify.com/track/1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5.0,-5.832,0.0,0.048,0.0962,0.000322,0.442,0.798,184.348,1ot6jEe4w4hYnsOPjd3xKQ,spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,https://api.spotify.com/v1/tracks/1ot6jEe4w4hYnsOPjd3xKQ,https://api.spotify.com/v1/audio-analysis/1ot6jEe4w4hYnsOPjd3xKQ,230640.0,4.0
Jump (Original Mix),The Pointer Sisters,https://open.spotify.com/track/1kIu9zpYtWjgrLlsactlna,0.846,0.826,10.0,-7.909,0.0,0.098,0.0867,0.0,0.12,0.813,134.454,1kIu9zpYtWjgrLlsactlna,spotify:track:1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/tracks/1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/audio-analysis/1kIu9zpYtWjgrLlsactlna,262560.0,4.0
Fire,The Pointer Sisters,https://open.spotify.com/track/65lHwG8JFJs67PnOUhCYPq,0.65,0.615,1.0,-9.332,1.0,0.0342,0.201,0.00235,0.0805,0.637,118.294,65lHwG8JFJs67PnOUhCYPq,spotify:track:65lHwG8JFJs67PnOUhCYPq,https://api.spotify.com/v1/tracks/65lHwG8JFJs67PnOUhCYPq,https://api.spotify.com/v1/audio-analysis/65lHwG8JFJs67PnOUhCYPq,210640.0,4.0
Slow Hand,The Pointer Sisters,https://open.spotify.com/track/3fvDLsiTHPQNgzuMd3Mpb5,0.826,0.558,6.0,-7.766,1.0,0.0322,0.403,1.94e-05,0.0631,0.359,110.77,3fvDLsiTHPQNgzuMd3Mpb5,spotify:track:3fvDLsiTHPQNgzuMd3Mpb5,https://api.spotify.com/v1/tracks/3fvDLsiTHPQNgzuMd3Mpb5,https://api.spotify.com/v1/audio-analysis/3fvDLsiTHPQNgzuMd3Mpb5,231960.0,4.0
Jump (For My Love),The Pointer Sisters,https://open.spotify.com/track/3L9ClO1W5KmebIXTrlKShF,0.842,0.697,10.0,-13.796,0.0,0.0654,0.161,0.000101,0.583,0.916,134.533,3L9ClO1W5KmebIXTrlKShF,spotify:track:3L9ClO1W5KmebIXTrlKShF,https://api.spotify.com/v1/tracks/3L9ClO1W5KmebIXTrlKShF,https://api.spotify.com/v1/audio-analysis/3L9ClO1W5KmebIXTrlKShF,267227.0,4.0
Automatic,The Pointer Sisters,https://open.spotify.com/track/38TuEl4QqLM1VtJ5LK6FK0,0.803,0.656,5.0,-7.53,1.0,0.0556,0.0934,0.0,0.324,0.926,110.544,38TuEl4QqLM1VtJ5LK6FK0,spotify:track:38TuEl4QqLM1VtJ5LK6FK0,https://api.spotify.com/v1/tracks/38TuEl4QqLM1VtJ5LK6FK0,https://api.spotify.com/v1/audio-analysis/38TuEl4QqLM1VtJ5LK6FK0,287013.0,4.0
He's so Shy,The Pointer Sisters,https://open.spotify.com/track/6R9NqD0WX9sJYs6PbA5onu,0.871,0.736,0.0,-7.896,0.0,0.0675,0.22,0.000725,0.0894,0.967,115.149,6R9NqD0WX9sJYs6PbA5onu,spotify:track:6R9NqD0WX9sJYs6PbA5onu,https://api.spotify.com/v1/tracks/6R9NqD0WX9sJYs6PbA5onu,https://api.spotify.com/v1/audio-analysis/6R9NqD0WX9sJYs6PbA5onu,218320.0,4.0
Santa Claus Is Coming To Town,The Pointer Sisters,https://open.spotify.com/track/2Afu0l5ULGRqjt0Wm8Q2Zs,0.398,0.799,3.0,-10.403,1.0,0.0468,0.0623,0.0,0.56,0.689,150.914,2Afu0l5ULGRqjt0Wm8Q2Zs,spotify:track:2Afu0l5ULGRqjt0Wm8Q2Zs,https://api.spotify.com/v1/tracks/2Afu0l5ULGRqjt0Wm8Q2Zs,https://api.spotify.com/v1/audio-analysis/2Afu0l5ULGRqjt0Wm8Q2Zs,201160.0,4.0
Neutron Dance,The Pointer Sisters,https://open.spotify.com/track/3Uyxe1fbF4zWSEwy38qgMw,0.752,0.839,9.0,-6.879,1.0,0.0503,0.0236,0.0,0.263,0.864,104.794,3Uyxe1fbF4zWSEwy38qgMw,spotify:track:3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/tracks/3Uyxe1fbF4zWSEwy38qgMw,https://api.spotify.com/v1/audio-analysis/3Uyxe1fbF4zWSEwy38qgMw,253413.0,4.0
"Automatic - 12"" Special Remix",The Pointer Sisters,https://open.spotify.com/track/0FCyuLdiv6YXC8YvbYkDM3,0.776,0.669,5.0,-8.811,1.0,0.0662,0.0236,1.83e-05,0.0863,0.915,111.116,0FCyuLdiv6YXC8YvbYkDM3,spotify:track:0FCyuLdiv6YXC8YvbYkDM3,https://api.spotify.com/v1/tracks/0FCyuLdiv6YXC8YvbYkDM3,https://api.spotify.com/v1/audio-analysis/0FCyuLdiv6YXC8YvbYkDM3,366360.0,4.0
Sultans of Swing,Dire Straits,https://open.spotify.com/track/6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400.0,4.0
Money for Nothing,Dire Straits,https://open.spotify.com/track/4yqtwO7MQIIXqoiRBPHAgR,0.667,0.655,2.0,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400.0,4.0
Brothers in Arms,Dire Straits,https://open.spotify.com/track/26tWBbtjvgi0tipRL2VQ2X,0.22,0.44,8.0,-9.456,0.0,0.0352,0.503,0.862,0.12,0.13,79.095,26tWBbtjvgi0tipRL2VQ2X,spotify:track:26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/tracks/26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/audio-analysis/26tWBbtjvgi0tipRL2VQ2X,419400.0,4.0
Walk of Life,Dire Straits,https://open.spotify.com/track/423o3ZHIaBtGXyhF1uH41a,0.461,0.936,4.0,-6.866,1.0,0.109,0.435,9.13e-05,0.124,0.804,172.404,423o3ZHIaBtGXyhF1uH41a,spotify:track:423o3ZHIaBtGXyhF1uH41a,https://api.spotify.com/v1/tracks/423o3ZHIaBtGXyhF1uH41a,https://api.spotify.com/v1/audio-analysis/423o3ZHIaBtGXyhF1uH41a,252467.0,4.0
Romeo and Juliet,Dire Straits,https://open.spotify.com/track/57MflfPN3ObQQAQtPUp0WF,0.602,0.574,5.0,-8.169,1.0,0.0278,0.437,0.00415,0.0751,0.486,87.318,57MflfPN3ObQQAQtPUp0WF,spotify:track:57MflfPN3ObQQAQtPUp0WF,https://api.spotify.com/v1/tracks/57MflfPN3ObQQAQtPUp0WF,https://api.spotify.com/v1/audio-analysis/57MflfPN3ObQQAQtPUp0WF,361395.0,4.0
So Far Away,Dire Straits,https://open.spotify.com/track/3pGBIgFdfdnjtHDJR4nbrR,0.689,0.463,4.0,-11.716,1.0,0.0285,0.249,0.18,0.0589,0.702,114.455,3pGBIgFdfdnjtHDJR4nbrR,spotify:track:3pGBIgFdfdnjtHDJR4nbrR,https://api.spotify.com/v1/tracks/3pGBIgFdfdnjtHDJR4nbrR,https://api.spotify.com/v1/audio-analysis/3pGBIgFdfdnjtHDJR4nbrR,312133.0,4.0
Dire Straits / Caminhos Penosos,Dire Straits,https://open.spotify.com/track/6sf4jyDJ0GbtG5fb9wp4ym,0.751,0.368,8.0,-13.565,1.0,0.0391,0.121,0.00213,0.109,0.421,114.92,6sf4jyDJ0GbtG5fb9wp4ym,spotify:track:6sf4jyDJ0GbtG5fb9wp4ym,https://api.spotify.com/v1/tracks/6sf4jyDJ0GbtG5fb9wp4ym,https://api.spotify.com/v1/audio-analysis/6sf4jyDJ0GbtG5fb9wp4ym,288293.0,4.0
Going Home (Theme of the Local Hero),Dire Straits,https://open.spotify.com/track/7GSdZuDoJhylAnHAIbQph3,0.289,0.482,2.0,-9.93,1.0,0.0309,0.117,0.866,0.0897,0.0979,109.756,7GSdZuDoJhylAnHAIbQph3,spotify:track:7GSdZuDoJhylAnHAIbQph3,https://api.spotify.com/v1/tracks/7GSdZuDoJhylAnHAIbQph3,https://api.spotify.com/v1/audio-analysis/7GSdZuDoJhylAnHAIbQph3,299000.0,4.0
Money For Nothing (Single Edit) - 2022 Remaster,Dire Straits,https://open.spotify.com/track/1ml1uvYYq9uChP1fZd6MtG,0.672,0.813,2.0,-6.142,0.0,0.0378,0.0681,7.53e-06,0.1,0.814,134.239,1ml1uvYYq9uChP1fZd6MtG,spotify:track:1ml1uvYYq9uChP1fZd6MtG,https://api.spotify.com/v1/tracks/1ml1uvYYq9uChP1fZd6MtG,https://api.spotify.com/v1/audio-analysis/1ml1uvYYq9uChP1fZd6MtG,248280.0,4.0
Sultan Of Swing (Dire Straits),Dire Straits,https://open.spotify.com/track/4r8ms9f6VUSJ8BRfAiHB6l,0.729,0.904,2.0,-5.096,0.0,0.0301,0.0204,0.051,0.152,0.785,145.029,4r8ms9f6VUSJ8BRfAiHB6l,spotify:track:4r8ms9f6VUSJ8BRfAiHB6l,https://api.spotify.com/v1/tracks/4r8ms9f6VUSJ8BRfAiHB6l,https://api.spotify.com/v1/audio-analysis/4r8ms9f6VUSJ8BRfAiHB6l,354618.0,4.0
I'm Gonna Be (500 Miles),The Proclaimers,https://open.spotify.com/track/67iAlVNDDdddxqSD2EZhFs,0.851,0.551,4.0,-5.177,1.0,0.0396,0.151,0.0,0.0827,0.807,131.922,67iAlVNDDdddxqSD2EZhFs,spotify:track:67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/tracks/67iAlVNDDdddxqSD2EZhFs,https://api.spotify.com/v1/audio-analysis/67iAlVNDDdddxqSD2EZhFs,219467.0,4.0
I'm Gonna Be (500 Miles),The Proclaimers,https://open.spotify.com/track/66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4.0,-5.177,1.0,0.0396,0.151,0.0,0.0827,0.807,131.922,66S14BkJDxgkYxLl5DCqOz,spotify:track:66S14BkJDxgkYxLl5DCqOz,https://api.spotify.com/v1/tracks/66S14BkJDxgkYxLl5DCqOz,https://api.spotify.com/v1/audio-analysis/66S14BkJDxgkYxLl5DCqOz,219467.0,4.0
I'm on My Way,The Proclaimers,https://open.spotify.com/track/1HuAR7RyNWQq6vHwOFHWqx,0.824,0.634,8.0,-10.296,1.0,0.0342,0.369,0.0,0.0665,0.743,118.922,1HuAR7RyNWQq6vHwOFHWqx,spotify:track:1HuAR7RyNWQq6vHwOFHWqx,https://api.spotify.com/v1/tracks/1HuAR7RyNWQq6vHwOFHWqx,https://api.spotify.com/v1/audio-analysis/1HuAR7RyNWQq6vHwOFHWqx,225587.0,4.0
Over and Done With,The Proclaimers,https://open.spotify.com/track/6cdVptYJt7MtMCMOtCWyOl,0.596,0.496,0.0,-10.509,1.0,0.0426,0.698,0.0,0.193,0.647,67.579,6cdVptYJt7MtMCMOtCWyOl,spotify:track:6cdVptYJt7MtMCMOtCWyOl,https://api.spotify.com/v1/tracks/6cdVptYJt7MtMCMOtCWyOl,https://api.spotify.com/v1/audio-analysis/6cdVptYJt7MtMCMOtCWyOl,167960.0,4.0
Sunshine on Leith,The Proclaimers,https://open.spotify.com/track/3Vu6IeuO4sZMt8RAO4du7s,0.5,0.193,10.0,-14.541,1.0,0.0263,0.71,3.8e-06,0.082,0.135,75.986,3Vu6IeuO4sZMt8RAO4du7s,spotify:track:3Vu6IeuO4sZMt8RAO4du7s,https://api.spotify.com/v1/tracks/3Vu6IeuO4sZMt8RAO4du7s,https://api.spotify.com/v1/audio-analysis/3Vu6IeuO4sZMt8RAO4du7s,316227.0,3.0
Then I Met You,The Proclaimers,https://open.spotify.com/track/6qcCyYolb7SH21nWfJqONT,0.691,0.559,8.0,-11.983,1.0,0.0305,0.385,1.93e-06,0.0877,0.502,135.976,6qcCyYolb7SH21nWfJqONT,spotify:track:6qcCyYolb7SH21nWfJqONT,https://api.spotify.com/v1/tracks/6qcCyYolb7SH21nWfJqONT,https://api.spotify.com/v1/audio-analysis/6qcCyYolb7SH21nWfJqONT,230027.0,4.0
Life With You,The Proclaimers,https://open.spotify.com/track/2FZSckcDZ5s04nkFWbzG9Z,0.609,0.554,5.0,-6.322,1.0,0.0293,0.214,0.0,0.115,0.576,140.054,2FZSckcDZ5s04nkFWbzG9Z,spotify:track:2FZSckcDZ5s04nkFWbzG9Z,https://api.spotify.com/v1/tracks/2FZSckcDZ5s04nkFWbzG9Z,https://api.spotify.com/v1/audio-analysis/2FZSckcDZ5s04nkFWbzG9Z,201973.0,4.0
Cap in Hand,The Proclaimers,https://open.spotify.com/track/5IAjwOBvzatJjOAb32JhNJ,0.573,0.571,2.0,-11.497,1.0,0.0312,0.312,0.0,0.311,0.744,148.112,5IAjwOBvzatJjOAb32JhNJ,spotify:track:5IAjwOBvzatJjOAb32JhNJ,https://api.spotify.com/v1/tracks/5IAjwOBvzatJjOAb32JhNJ,https://api.spotify.com/v1/audio-analysis/5IAjwOBvzatJjOAb32JhNJ,204427.0,3.0
I'm Gonna Be (500 Miles) - 2011 Remaster,The Proclaimers,https://open.spotify.com/track/4ZYfCFSG2XeCUmEC1TSghe,0.87,0.515,4.0,-5.127,1.0,0.0433,0.206,0.0,0.109,0.783,131.777,4ZYfCFSG2XeCUmEC1TSghe,spotify:track:4ZYfCFSG2XeCUmEC1TSghe,https://api.spotify.com/v1/tracks/4ZYfCFSG2XeCUmEC1TSghe,https://api.spotify.com/v1/audio-analysis/4ZYfCFSG2XeCUmEC1TSghe,218707.0,4.0
Letter from America - Band Version,The Proclaimers,https://open.spotify.com/track/2AQZ89Q1ZZWsJNWwXZpLtY,0.578,0.624,0.0,-13.179,1.0,0.0465,0.192,0.0,0.149,0.533,113.289,2AQZ89Q1ZZWsJNWwXZpLtY,spotify:track:2AQZ89Q1ZZWsJNWwXZpLtY,https://api.spotify.com/v1/tracks/2AQZ89Q1ZZWsJNWwXZpLtY,https://api.spotify.com/v1/audio-analysis/2AQZ89Q1ZZWsJNWwXZpLtY,242667.0,4.0
West End Girls - 2018 Remaster,Pet Shop Boys,https://open.spotify.com/track/2Di0qFNb7ATroCGB3q0Ka7,0.656,0.914,4.0,-7.471,0.0,0.0394,0.000943,0.0628,0.159,0.576,113.259,2Di0qFNb7ATroCGB3q0Ka7,spotify:track:2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/tracks/2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/audio-analysis/2Di0qFNb7ATroCGB3q0Ka7,285907.0,4.0
The Industry (don't care),Pet Shop Boys,https://open.spotify.com/track/6NAgvXj85XGeUHU1R3uwdE,0.614,0.632,11.0,-5.599,1.0,0.0697,0.0546,0.00915,0.197,0.925,192.908,6NAgvXj85XGeUHU1R3uwdE,spotify:track:6NAgvXj85XGeUHU1R3uwdE,https://api.spotify.com/v1/tracks/6NAgvXj85XGeUHU1R3uwdE,https://api.spotify.com/v1/audio-analysis/6NAgvXj85XGeUHU1R3uwdE,114462.0,4.0
West End Girls,Pet Shop Boys,https://open.spotify.com/track/4koGF4vd2AV8pF7R3TVBVq,0.622,0.952,4.0,-6.821,0.0,0.0436,0.0434,0.0107,0.297,0.598,113.244,4koGF4vd2AV8pF7R3TVBVq,spotify:track:4koGF4vd2AV8pF7R3TVBVq,https://api.spotify.com/v1/tracks/4koGF4vd2AV8pF7R3TVBVq,https://api.spotify.com/v1/audio-analysis/4koGF4vd2AV8pF7R3TVBVq,240453.0,4.0
Always on My Mind - 2003 Remaster,Pet Shop Boys,https://open.spotify.com/track/2SWn864dJI5RNyrp3F4Kp1,0.533,0.889,7.0,-4.566,1.0,0.0362,0.00366,0.0593,0.338,0.579,124.768,2SWn864dJI5RNyrp3F4Kp1,spotify:track:2SWn864dJI5RNyrp3F4Kp1,https://api.spotify.com/v1/tracks/2SWn864dJI5RNyrp3F4Kp1,https://api.spotify.com/v1/audio-analysis/2SWn864dJI5RNyrp3F4Kp1,237653.0,4.0
The Way It Used to Be - 2018 Remaster,Pet Shop Boys,https://open.spotify.com/track/4SqSXMYNViu2D4t33xebX2,0.683,0.86,6.0,-5.459,0.0,0.0266,0.0359,0.000523,0.146,0.821,124.024,4SqSXMYNViu2D4t33xebX2,spotify:track:4SqSXMYNViu2D4t33xebX2,https://api.spotify.com/v1/tracks/4SqSXMYNViu2D4t33xebX2,https://api.spotify.com/v1/audio-analysis/4SqSXMYNViu2D4t33xebX2,283853.0,4.0
It's a Sin - 2018 Remaster,Pet Shop Boys,https://open.spotify.com/track/5fy4vfEtv6lzqLx2Mt7stF,0.544,0.86,0.0,-6.151,0.0,0.0489,0.206,0.00108,0.213,0.284,127.129,5fy4vfEtv6lzqLx2Mt7stF,spotify:track:5fy4vfEtv6lzqLx2Mt7stF,https://api.spotify.com/v1/tracks/5fy4vfEtv6lzqLx2Mt7stF,https://api.spotify.com/v1/audio-analysis/5fy4vfEtv6lzqLx2Mt7stF,299253.0,4.0
What Have I Done to Deserve This? (with Dusty Springfield) - 2018 Remaster,Pet Shop Boys,https://open.spotify.com/track/0en6SFmN4eaErErH126wbJ,0.706,0.871,5.0,-5.672,1.0,0.0329,0.134,0.000602,0.158,0.928,118.082,0en6SFmN4eaErErH126wbJ,spotify:track:0en6SFmN4eaErErH126wbJ,https://api.spotify.com/v1/tracks/0en6SFmN4eaErErH126wbJ,https://api.spotify.com/v1/audio-analysis/0en6SFmN4eaErErH126wbJ,263240.0,4.0
Opportunities (Let's Make Lots of Money),Pet Shop Boys,https://open.spotify.com/track/0apB2QDN7ZrE91yDmw5JsY,0.652,0.812,0.0,-10.578,0.0,0.0356,0.0957,0.00137,0.0391,0.703,120.27,0apB2QDN7ZrE91yDmw5JsY,spotify:track:0apB2QDN7ZrE91yDmw5JsY,https://api.spotify.com/v1/tracks/0apB2QDN7ZrE91yDmw5JsY,https://api.spotify.com/v1/audio-analysis/0apB2QDN7ZrE91yDmw5JsY,218000.0,4.0
Opportunities (Let's Make Lots of Money) - 2018 Remaster,Pet Shop Boys,https://open.spotify.com/track/4jgdKiZhbD6BlVMhCf4NJH,0.656,0.834,8.0,-6.696,1.0,0.0396,0.0235,0.000256,0.0442,0.674,120.458,4jgdKiZhbD6BlVMhCf4NJH,spotify:track:4jgdKiZhbD6BlVMhCf4NJH,https://api.spotify.com/v1/tracks/4jgdKiZhbD6BlVMhCf4NJH,https://api.spotify.com/v1/audio-analysis/4jgdKiZhbD6BlVMhCf4NJH,223667.0,4.0
The Industry (don't care) [slowed],Pet Shop Boys,https://open.spotify.com/track/61HLQCJwl7DPK7rC938dMw,0.641,0.602,11.0,-5.761,0.0,0.049,0.0908,0.0136,0.131,0.893,175.838,61HLQCJwl7DPK7rC938dMw,spotify:track:61HLQCJwl7DPK7rC938dMw,https://api.spotify.com/v1/tracks/61HLQCJwl7DPK7rC938dMw,https://api.spotify.com/v1/audio-analysis/61HLQCJwl7DPK7rC938dMw,125538.0,4.0
